id,date,title,summary,root_cause,countermeasure,product,client,tags,severity,owner,lead_time_hours,tacit_notes,leadtime_bucket_calc,normalized_tags,summary_ja,severity_pred,leadtime_bucket
234,2025/07/19,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,外注ミス,材料受入強化,マニュアル,A商事,製本;後加工;物流,Low,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,物流",外注ミスにより紙粉が多発して追加工数が発生。材料受入強化で再発防止を図る。,2,～8h
235,2025/05/11,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,作業標準未確認,二重チェック導入,マニュアル,H化粧品,製本,Critical,資材課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"静電気,製本,作業標準,チェック,工数",作業標準未確認により静電気付着が発生し追加工数が増加。対策として二重チェックを導入。,5,24-72h
236,2025/05/22,QR印字欠け,QR印字欠けが発生し対応を実施。追加工数が発生。,静電気,試し刷り増加,カタログ,F出版社,データ,High,製造一課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,QRコード,静電気,試し刷り,データ",静電気によりQRコードの印字欠けが発生したため、対策として試し刷りを増やして事前検出・防止を図った。,4,24-72h
237,2025/09/23,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,システム障害,教育訓練実施,ポスター,B食品,物流,Medium,品質管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,物流,システム障害により製本で落丁が発生し、追加工数が発生。教育訓練を実施して再発防止を図る。,3,24-72h
238,2025/05/11,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,システム障害,材料受入強化,マニュアル,F出版社,データ;環境,High,製造一課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"データ,環境",システム障害によりプリセット値が誤設定され追加工数が発生。材料受入強化で再発抑制を図る。,4,～8h
239,2025/05/31,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,要因解析中,湿度管理強化,POP,A商事,検査,Medium,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"静電気,付着,湿度管理,検査",静電気による付着が発生し追加工数が発生。原因は解析中で湿度管理の強化を実施。,3,8-24h
240,2025/09/05,安全カバー未装着,安全カバー未装着が発生し対応を実施。追加工数が発生。,人的ミス,材料受入強化,名刺,B食品,環境,Critical,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"安全,ヒューマンエラー,受入,環境",人的ミスにより安全カバー未装着が発生し追加工数が発生。材料受入の強化（受入時の確認徹底）で再発防止を図る。,5,～8h
241,2025/09/02,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,受入検査不備,標準書改訂,POP,E通販,環境;印刷,Critical,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"印刷,環境",受入検査不備が原因で作業手順未遵守が発生し追加工数が発生。対策は標準書改訂。,5,8-24h
242,2025/04/07,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,伝達ミス,試し刷り増加,パッケージ箱,E通販,印刷;物流;安全,Low,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,物流,安全",版材キズは伝達ミスが原因。対策として試し刷りを増やして検知精度を高め、再発を抑止する。,2,24-72h
243,2025/08/28,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,計画変更未連携,センサー清掃頻度増加,POP,J飲料,データ;工程,Medium,品質管理課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"寸法,断裁,工程,データ",計画変更の未連携が原因で断裁寸法不良が発生。対策はセンサーの清掃頻度を増やして検出精度を維持し、再発を抑止する。,3,～8h
244,2025/06/05,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,人的ミス,ネットワーク監視強化,カタログ,C電機,検査,Medium,物流課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,検査,抜き不良は人的ミスが原因。対策としてネットワーク監視の強化を実施。,3,～8h
245,2025/05/11,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,ポスター,I自動車,データ;検査;製本,High,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"データ,検査,製本",原材料ロット不良と作業手順未遵守が原因で追加工数が発生。対策としてネットワーク監視の強化を実施。,4,8-24h
246,2025/04/08,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,原材料ロット不良,材料受入強化,パッケージ箱,A商事,設備;印刷,Medium,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"設備,印刷",設備モーター異常は原材料ロット不良が原因。対策として材料受入を強化し、再発防止と早期復旧を図る。,3,～8h
247,2025/05/24,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,環境変動,ネットワーク監視強化,チラシ,I自動車,設備;検査;物流,Medium,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"設備,検査,物流",排気ダクトが環境変動により詰まり、追加工数が発生。対策としてネットワーク監視を強化する。,3,～8h
248,2025/08/20,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,機械疲労,材料受入強化,ポスター,H化粧品,後加工,High,資材課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"後加工,製本,落丁,機械疲労",製本工程で落丁が発生し、原因は機械疲労。対策として材料受入強化を実施し、再発防止と追加工数の抑制を図る。,4,8-24h
249,2025/05/08,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,外注ミス,校正プロセス強化,POP,D製薬,安全;データ,Critical,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"箔押し,ムラ,外注,校正,データ",外注ミスが原因で箔押しのムラが発生し、追加工数が発生。対策として校正プロセスを強化する。,5,8-24h
250,2025/08/08,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,センサー汚れ,ネットワーク監視強化,マニュアル,I自動車,安全;製本,Low,製造三課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"安全,製本",センサーの汚れが原因で抜き不良が発生。対策としてネットワーク監視を強化。,2,8-24h
